rownames,veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,X_OBSTAT_
335,1.41,0.9993155373,0,0,0,SEDAN,2,F,A,2,01101    0    0    0
336,2.95,0.2491444216,0,0,0,STNWG,1,F,D,6,01101    0    0    0
337,1.578,0.8514715948,0,0,0,HBACK,1,M,A,4,01101    0    0    0
338,1.12,0.2217659138,0,0,0,HBACK,2,F,B,3,01101    0    0    0
339,1.36,0.0273785079,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
340,0.92,0.2491444216,0,0,0,HBACK,3,F,C,2,01101    0    0    0
341,0.73,0.8514715948,0,0,0,HBACK,3,F,C,1,01101    0    0    0
342,1.22,0.9993155373,0,0,0,HBACK,3,F,E,6,01101    0    0    0
343,5.65,0.1040383299,0,0,0,STNWG,1,M,C,3,01101    0    0    0
344,3,0.6132785763,1,1,6372.0299988,STNWG,3,F,C,2,01101    0    0    0
345,0.54,0.2272416153,0,0,0,HBACK,4,F,A,4,01101    0    0    0
346,1.76,0.1998631075,0,0,0,HBACK,1,F,B,5,01101    0    0    0
347,1.07,0.3312799452,0,0,0,STNWG,4,M,B,3,01101    0    0    0
348,1.14,0.1451060917,0,0,0,UTE,4,M,A,2,01101    0    0    0
349,0.2,0.0958247775,0,0,0,HBACK,4,M,A,3,01101    0    0    0
350,1.51,0.6461327858,0,0,0,UTE,3,M,B,3,01101    0    0    0
351,2.29,0.3531827515,1,1,500,STNWG,4,F,F,4,01101    0    0    0
352,0.39,0.925393566,1,1,1379.0399971,SEDAN,4,F,C,6,01101    0    0    0
353,1.75,0.2217659138,0,0,0,HBACK,2,F,B,2,01101    0    0    0
354,1.31,0.3148528405,0,0,0,HBACK,2,F,A,1,01101    0    0    0
355,0.47,0.3915126626,0,0,0,STNWG,4,F,D,3,01101    0    0    0
356,1.09,0.2080766598,0,0,0,HBACK,3,F,C,3,01101    0    0    0
357,1.3,0.2491444216,0,0,0,HBACK,2,F,C,5,01101    0    0    0
358,1.23,0.772073922,0,0,0,HBACK,2,M,C,1,01101    0    0    0
359,1.9,0.2272416153,0,0,0,SEDAN,1,F,A,4,01101    0    0    0
360,1.87,0.8514715948,0,0,0,HBACK,3,F,A,4,01101    0    0    0
361,1.17,0.1259411362,0,0,0,STNWG,4,M,C,3,01101    0    0    0
362,2.37,0.643394935,0,0,0,MIBUS,3,M,C,3,01101    0    0    0
363,1.68,0.2245037645,0,0,0,HBACK,3,F,C,4,01101    0    0    0
364,1.83,0.3531827515,0,0,0,SEDAN,3,M,C,1,01101    0    0    0
365,1.29,0.925393566,1,1,200,SEDAN,3,M,D,3,01101    0    0    0
366,0.3,0.2299794661,0,0,0,HBACK,4,M,B,4,01101    0    0    0
367,1.52,0.2491444216,0,0,0,HBACK,3,F,A,3,01101    0    0    0
368,2.35,0.643394935,0,0,0,COUPE,2,F,C,3,01101    0    0    0
369,0.34,0.2135523614,0,0,0,HBACK,4,F,B,1,01101    0    0    0
370,0.99,0.2491444216,0,0,0,HBACK,2,F,E,5,01101    0    0    0
371,1.84,0.8514715948,0,0,0,HBACK,2,F,A,4,01101    0    0    0
372,1.23,0.8514715948,0,0,0,HBACK,3,F,B,4,01101    0    0    0
373,2.03,0.6899383984,0,0,0,SEDAN,2,F,A,5,01101    0    0    0
374,1.51,0.2272416153,0,0,0,HDTOP,4,M,C,2,01101    0    0    0
375,0.76,0.2272416153,0,0,0,SEDAN,4,F,B,1,01101    0    0    0
376,1.9,0.2245037645,0,0,0,STNWG,4,F,C,4,01101    0    0    0
377,2.75,0.1752224504,0,0,0,STNWG,1,F,C,3,01101    0    0    0
378,0.9,0.2245037645,0,0,0,SEDAN,3,F,A,6,01101    0    0    0
379,1.74,0.720054757,0,0,0,HBACK,2,F,A,6,01101    0    0    0
380,2.39,0.925393566,0,0,0,STNWG,3,M,E,6,01101    0    0    0
381,2.14,0.6461327858,0,0,0,UTE,3,M,E,4,01101    0    0    0
382,1.03,0.6461327858,0,0,0,HBACK,2,F,C,2,01101    0    0    0
383,1.28,0.605065024,0,0,0,STNWG,4,M,F,4,01101    0    0    0
384,0.67,0.2272416153,0,0,0,COUPE,4,F,B,3,01101    0    0    0
385,0.9,0.720054757,0,0,0,HBACK,3,F,B,4,01101    0    0    0
386,1.07,0.2491444216,0,0,0,SEDAN,3,M,C,4,01101    0    0    0
387,2.29,0.2491444216,0,0,0,SEDAN,1,M,C,3,01101    0    0    0
388,1.13,0.3778234086,1,1,937.55999565,SEDAN,4,F,B,1,01101    0    0    0
389,1.37,0.8514715948,0,0,0,HBACK,2,M,A,3,01101    0    0    0
390,0.62,0.8514715948,0,0,0,COUPE,4,M,A,4,01101    0    0    0
391,1.26,0.0465434634,0,0,0,HBACK,2,F,F,2,01101    0    0    0
392,1.98,0.0410677618,0,0,0,STNWG,4,F,C,4,01101    0    0    0
393,0,0.9993155373,1,2,2724.3399963,STNWG,4,M,A,3,01101    0    0    0
394,2.04,0.2491444216,0,0,0,HBACK,1,M,B,1,01101    0    0    0
395,2.1,0.2491444216,0,0,0,COUPE,3,F,A,3,01101    0    0    0
396,1.82,0.2245037645,0,0,0,HBACK,1,F,A,4,01101    0    0    0
397,0.31,0.7830253251,0,0,0,HBACK,4,F,E,6,01101    0    0    0
398,2.29,0.2491444216,0,0,0,SEDAN,1,M,A,2,01101    0    0    0
399,1.38,0.2491444216,0,0,0,HBACK,1,F,B,1,01101    0    0    0
400,1.85,0.2792607803,0,0,0,SEDAN,2,F,C,3,01101    0    0    0
401,1.5,0.0273785079,0,0,0,HBACK,2,F,C,3,01101    0    0    0
402,2.78,0.0739219713,0,0,0,SEDAN,2,M,C,5,01101    0    0    0
403,2.49,0.5256673511,0,0,0,SEDAN,2,M,C,3,01101    0    0    0
404,1.3,0.1396303901,0,0,0,HDTOP,4,M,C,3,01101    0    0    0
405,5.236,0.2245037645,0,0,0,STNWG,1,M,C,3,01101    0    0    0
406,0.99,0.0273785079,0,0,0,SEDAN,3,F,B,5,01101    0    0    0
407,0.93,0.8514715948,0,0,0,SEDAN,4,F,B,4,01101    0    0    0
408,2.76,0.720054757,0,0,0,STNWG,1,F,D,3,01101    0    0    0
409,1.62,0.925393566,0,0,0,SEDAN,3,M,A,5,01101    0    0    0
410,3.22,0.3093771389,0,0,0,HDTOP,2,F,F,2,01101    0    0    0
411,2.41,0.7501711157,1,1,12879.659973,HBACK,1,F,B,3,01101    0    0    0
412,1.11,0.2245037645,0,0,0,UTE,4,M,C,2,01101    0    0    0
413,0.66,0.8514715948,0,0,0,HBACK,4,F,A,2,01101    0    0    0
414,3.69,0.7501711157,0,0,0,TRUCK,2,M,C,1,01101    0    0    0
415,0.93,0.2546201232,0,0,0,TRUCK,4,F,B,5,01101    0    0    0
416,1.67,0.3011635866,0,0,0,HBACK,2,F,A,6,01101    0    0    0
417,1.86,0.2217659138,0,0,0,SEDAN,1,M,C,1,01101    0    0    0
418,3.47,0.2464065708,1,1,937.27999878,SEDAN,1,M,B,3,01101    0    0    0
419,1.53,0.2792607803,0,0,0,UTE,3,M,C,2,01101    0    0    0
420,1.39,0.8295687885,0,0,0,HBACK,1,F,A,4,01101    0    0    0
421,1.26,0.3093771389,0,0,0,HBACK,2,M,B,4,01101    0    0    0
422,2.82,0.8295687885,0,0,0,STNWG,1,M,A,5,01101    0    0    0
423,1.79,0.3148528405,0,0,0,SEDAN,2,M,D,4,01101    0    0    0
424,1.2,0.2245037645,0,0,0,HBACK,1,F,C,3,01101    0    0    0
425,3.14,0.8514715948,1,2,19142.132675,TRUCK,3,M,C,1,01101    0    0    0
426,0.68,0.3093771389,0,0,0,HBACK,3,F,D,3,01101    0    0    0
427,1.17,0.6461327858,0,0,0,HBACK,2,M,C,3,01101    0    0    0
428,1.71,0.3586584531,0,0,0,SEDAN,2,F,A,3,01101    0    0    0
429,1.12,0.3093771389,0,0,0,HBACK,3,F,C,2,01101    0    0    0
430,0.39,0.2245037645,0,0,0,HBACK,4,M,B,3,01101    0    0    0
431,1.64,0.6899383984,0,0,0,STNWG,3,F,C,4,01101    0    0    0
432,1.349,0.5475701574,0,0,0,HBACK,1,F,C,3,01101    0    0    0
433,1.81,0.720054757,0,0,0,HBACK,4,M,C,2,01101    0    0    0
434,0.55,0.1013004791,0,0,0,HBACK,4,F,A,1,01101    0    0    0
435,1,0.2245037645,0,0,0,HBACK,3,F,B,2,01101    0    0    0
436,1.18,0.0739219713,0,0,0,SEDAN,3,M,B,6,01101    0    0    0
437,2,0.1724845996,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
438,1.428,0.5256673511,0,0,0,HBACK,1,F,C,4,01101    0    0    0
439,2.87,0.2245037645,0,0,0,STNWG,2,F,A,3,01101    0    0    0
440,1.16,0.8624229979,0,0,0,SEDAN,3,M,A,6,01101    0    0    0
441,0.92,0.0273785079,0,0,0,SEDAN,3,M,C,4,01101    0    0    0
442,1.38,0.9034907598,0,0,0,HBACK,2,F,C,3,01101    0    0    0
443,1.64,0.3093771389,0,0,0,STNWG,4,M,A,2,01101    0    0    0
444,2.3,0.6981519507,0,0,0,STNWG,3,M,B,5,01101    0    0    0
445,1.74,0.2162902122,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
446,1.37,0.8459958932,0,0,0,HBACK,1,F,C,1,01101    0    0    0
447,1.3,0.9034907598,0,0,0,HDTOP,4,F,B,1,01101    0    0    0
448,2.85,0.5256673511,0,0,0,UTE,2,M,A,1,01101    0    0    0
449,1.61,0.2792607803,0,0,0,HBACK,2,F,F,1,01101    0    0    0
450,2.234,0.8514715948,0,0,0,SEDAN,1,F,D,6,01101    0    0    0
451,1.39,0.9117043121,0,0,0,HBACK,3,M,B,5,01101    0    0    0
452,0.43,0.0930869268,0,0,0,HBACK,4,F,A,6,01101    0    0    0
453,1.24,0.1779603012,0,0,0,SEDAN,3,F,D,5,01101    0    0    0
454,2.47,0.37234770699999997,0,0,0,SEDAN,1,F,A,5,01101    0    0    0
455,1.6,0.9089664613,0,0,0,SEDAN,2,F,B,5,01101    0    0    0
456,2.15,0.9089664613,0,0,0,UTE,3,M,D,6,01101    0    0    0
457,1.98,0.9117043121,1,1,2659.3699951,STNWG,4,M,C,6,01101    0    0    0
458,0.48,0.9089664613,0,0,0,SEDAN,4,F,C,2,01101    0    0    0
459,3.3,0.9062286105,1,1,2349.3499985,STNWG,2,M,A,5,01101    0    0    0
460,1.49,0.9089664613,0,0,0,SEDAN,3,M,E,6,01101    0    0    0
461,1.55,0.6598220397,0,0,0,HDTOP,4,M,C,6,01101    0    0    0
462,6.18,0.0273785079,0,0,0,CONVT,4,M,A,4,01101    0    0    0
463,0.62,0.9089664613,1,1,367.72999954,STNWG,4,M,C,6,01101    0    0    0
464,1.3,0.2245037645,0,0,0,HBACK,2,F,A,2,01101    0    0    0
465,1.77,0.0876112252,0,0,0,HBACK,3,M,B,6,01101    0    0    0
466,6.56,0.9089664613,0,0,0,STNWG,1,F,E,5,01101    0    0    0
467,1.85,0.9062286105,0,0,0,SEDAN,2,M,B,5,01101    0    0    0
468,1.05,0.9062286105,0,0,0,HBACK,2,F,E,6,01101    0    0    0
469,0.91,0.9117043121,0,0,0,SEDAN,4,F,F,5,01101    0    0    0
470,1.51,0.9117043121,0,0,0,STNWG,4,M,B,4,01101    0    0    0
471,1.46,0.2217659138,0,0,0,HBACK,1,F,A,1,01101    0    0    0
472,5.08,0.0848733744,0,0,0,HDTOP,1,M,E,4,01101    0    0    0
473,4.09,0.9062286105,0,0,0,STNWG,2,M,B,4,01101    0    0    0
474,0.44,0.0930869268,0,0,0,SEDAN,4,M,D,5,01101    0    0    0
475,4.11,0.8952772074,0,0,0,STNWG,3,F,C,3,01101    0    0    0
476,3.1,0.9993155373,0,0,0,STNWG,3,M,D,4,01101    0    0    0
477,2.16,0.9062286105,0,0,0,SEDAN,1,F,A,4,01101    0    0    0
478,1.7,0.4818617385,0,0,0,SEDAN,2,F,F,6,01101    0    0    0
479,0.6,0.0930869268,0,0,0,SEDAN,4,F,A,6,01101    0    0    0
480,0.86,0.9062286105,0,0,0,SEDAN,4,M,E,4,01101    0    0    0
481,2.54,0.9089664613,0,0,0,STNWG,3,M,B,4,01101    0    0    0
482,2.2,0.9117043121,0,0,0,SEDAN,2,M,D,6,01101    0    0    0
483,0.78,0.2792607803,0,0,0,HBACK,4,F,C,4,01101    0    0    0
484,1.63,0.8898015058,0,0,0,STNWG,4,M,C,4,01101    0    0    0
485,3,0.0027378508,0,0,0,HDTOP,1,M,B,1,01101    0    0    0
486,0.89,0.0958247775,0,0,0,SEDAN,4,F,E,2,01101    0    0    0
487,0.9,0.9117043121,0,0,0,HBACK,4,M,A,5,01101    0    0    0
488,3.96,0.2245037645,0,0,0,STNWG,2,M,E,2,01101    0    0    0
489,0.95,0.0273785079,0,0,0,SEDAN,3,F,A,2,01101    0    0    0
490,1.74,0.9062286105,0,0,0,HBACK,2,F,B,3,01101    0    0    0
491,1.89,0.9117043121,0,0,0,UTE,3,M,E,5,01101    0    0    0
492,1.51,0.9993155373,0,0,0,HBACK,3,F,C,4,01101    0    0    0
493,1.64,0.89253935659999994,0,0,0,SEDAN,2,M,B,6,01101    0    0    0
494,1.74,0.9062286105,0,0,0,SEDAN,2,F,A,6,01101    0    0    0
495,0.54,0.9117043121,0,0,0,SEDAN,4,F,D,6,01101    0    0    0
496,1.2,0.9117043121,0,0,0,SEDAN,3,F,A,4,01101    0    0    0
497,1.29,0.9089664613,0,0,0,SEDAN,3,M,D,6,01101    0    0    0
498,1.92,0.9062286105,0,0,0,HDTOP,4,M,A,1,01101    0    0    0
499,4.18,0.848733744,0,0,0,STNWG,2,F,A,5,01101    0    0    0
500,1.74,0.0930869268,0,0,0,HBACK,2,M,A,4,01101    0    0    0
501,0.39,0.9089664613,0,0,0,HBACK,4,F,C,5,01101    0    0    0
502,1.89,0.9089664613,0,0,0,PANVN,2,M,C,5,01101    0    0    0
503,0.37,0.848733744,0,0,0,HBACK,4,F,B,5,01101    0    0    0
504,1.6835,0.5749486653,0,0,0,HBACK,1,M,E,1,01101    0    0    0
505,1.6,0.9117043121,0,0,0,SEDAN,3,F,A,4,01101    0    0    0
506,4.09,0.9117043121,0,0,0,STNWG,2,F,F,3,01101    0    0    0
507,0.84,0.9062286105,0,0,0,SEDAN,3,M,A,3,01101    0    0    0
508,1.39,0.6078028747,0,0,0,STNWG,4,F,D,4,01101    0    0    0
509,1.03,0.9089664613,0,0,0,HBACK,4,F,B,4,01101    0    0    0
510,1.29,0.0876112252,0,0,0,SEDAN,3,F,A,2,01101    0    0    0
511,0.62,0.9089664613,0,0,0,STNWG,4,M,B,3,01101    0    0    0
512,0.99,0.9993155373,0,0,0,TRUCK,4,M,C,5,01101    0    0    0
513,1.76,0.5420944559,0,0,0,SEDAN,2,F,C,6,01101    0    0    0
514,2.91,0.6598220397,0,0,0,STNWG,1,M,B,5,01101    0    0    0
515,0.84,0.2245037645,0,0,0,SEDAN,3,F,C,3,01101    0    0    0
516,4.3,0.3422313484,0,0,0,STNWG,3,M,A,4,01101    0    0    0
517,1.24,0.9089664613,0,0,0,HBACK,3,F,B,3,01101    0    0    0
518,0.41,0.9089664613,0,0,0,SEDAN,4,M,B,3,01101    0    0    0
519,1.37,0.0985626283,0,0,0,HBACK,1,F,A,3,01101    0    0    0
520,1.57,0.1177275838,0,0,0,HBACK,2,F,C,4,01101    0    0    0
521,1.71,0.4544832307,0,0,0,STNWG,3,M,D,6,01101    0    0    0
522,1.28,0.9117043121,0,0,0,STNWG,3,F,C,4,01101    0    0    0
523,0.89,0.720054757,0,0,0,SEDAN,3,F,D,5,01101    0    0    0
524,2.44,0.9993155373,0,0,0,SEDAN,1,M,A,4,01101    0    0    0
525,1.45,0.3367556468,0,0,0,SEDAN,3,F,B,5,01101    0    0    0
526,0.39,0.9117043121,0,0,0,SEDAN,4,M,E,5,01101    0    0    0
527,1.07,0.0958247775,0,0,0,HBACK,3,M,A,1,01101    0    0    0
528,2.389,0.0410677618,0,0,0,HBACK,1,M,B,3,01101    0    0    0
529,0.8,0.9089664613,0,0,0,PANVN,4,F,B,4,01101    0    0    0
530,0.78,0.3039014374,0,0,0,STNWG,4,F,A,4,01101    0    0    0
531,0.6,0.0684462697,0,0,0,HBACK,4,M,B,4,01101    0    0    0
532,0.6,0.0930869268,0,0,0,SEDAN,4,M,A,6,01101    0    0    0
533,1.67,0.9089664613,0,0,0,STNWG,4,M,B,5,01101    0    0    0
534,1.9,0.0876112252,0,0,0,STNWG,2,M,C,5,01101    0    0    0
535,2.33,0.643394935,0,0,0,SEDAN,1,F,A,3,01101    0    0    0
536,1.43,0.9062286105,0,0,0,SEDAN,3,F,B,5,01101    0    0    0
537,0.41,0.9062286105,0,0,0,HBACK,4,F,B,2,01101    0    0    0
538,1.3,0.1724845996,0,0,0,HBACK,2,F,C,5,01101    0    0    0
539,4.09,0.8076659822,0,0,0,UTE,1,F,C,5,01101    0    0    0
540,0.82,0.9117043121,0,0,0,HBACK,3,M,C,4,01101    0    0    0
541,1.51,0.9117043121,0,0,0,HBACK,3,M,D,3,01101    0    0    0
542,0.8,0.1697467488,0,0,0,HBACK,3,M,C,3,01101    0    0    0
543,2.51,0.4654346338,0,0,0,HBACK,1,M,C,4,01101    0    0    0
544,1.57,0.9117043121,0,0,0,HBACK,2,F,A,4,01101    0    0    0
545,0.57,0.9089664613,0,0,0,PANVN,4,F,C,1,01101    0    0    0
546,0.51,0.9062286105,0,0,0,HBACK,4,M,B,6,01101    0    0    0
547,0.73,0.4572210814,0,0,0,SEDAN,4,F,B,2,01101    0    0    0
548,0.72,0.5256673511,0,0,0,HBACK,3,F,A,3,01101    0    0    0
549,0.39,0.9062286105,0,0,0,SEDAN,4,M,B,6,01101    0    0    0
550,3.4,0.5256673511,0,0,0,STNWG,2,M,C,3,01101    0    0    0
551,0.92,0.7529089665,0,0,0,SEDAN,4,F,E,5,01101    0    0    0
552,2.234,0.5256673511,0,0,0,SEDAN,1,F,C,1,01101    0    0    0
553,1.67,0.2245037645,0,0,0,HDTOP,4,M,F,3,01101    0    0    0
554,2.94,0.1943874059,0,0,0,SEDAN,1,M,B,4,01101    0    0    0
555,0.41,0.9062286105,0,0,0,STNWG,4,M,B,3,01101    0    0    0
556,1.85,0.9062286105,0,0,0,SEDAN,2,M,B,6,01101    0    0    0
557,0.71,0.2354551677,0,0,0,HBACK,4,F,D,2,01101    0    0    0
558,0.82,0.9117043121,0,0,0,HBACK,4,F,A,3,01101    0    0    0
559,3.14,0.9117043121,0,0,0,STNWG,3,M,A,4,01101    0    0    0
560,2.05,0.9117043121,0,0,0,STNWG,3,F,B,4,01101    0    0    0
561,1.54,0.9117043121,0,0,0,SEDAN,2,F,C,1,01101    0    0    0
562,2.39,0.9089664613,0,0,0,STNWG,3,F,C,3,01101    0    0    0
563,0.99,0.9062286105,0,0,0,SEDAN,3,F,E,5,01101    0    0    0
564,1.06,0.9062286105,0,0,0,HBACK,3,F,A,4,01101    0    0    0
565,2.77,0.7857631759,0,0,0,STNWG,3,F,C,5,01101    0    0    0
566,2.64,0.5256673511,1,1,462.69999886,UTE,2,F,C,1,01101    0    0    0
567,1.29,0.9062286105,0,0,0,SEDAN,3,M,D,5,01101    0    0    0
568,2.01,0.9062286105,0,0,0,SEDAN,2,F,D,3,01101    0    0    0
569,1.48,0.9062286105,0,0,0,SEDAN,2,F,E,6,01101    0    0    0
570,1.51,0.1040383299,0,0,0,STNWG,4,F,B,4,01101    0    0    0
571,1.06,0.9062286105,0,0,0,STNWG,3,M,B,3,01101    0    0    0
572,7.199,0.9993155373,1,1,782.3599987,STNWG,1,F,C,1,01101    0    0    0
573,1.03,0.9117043121,0,0,0,HBACK,4,F,C,4,01101    0    0    0
574,0.31,0.3422313484,0,0,0,HBACK,4,F,C,5,01101    0    0    0
575,2.81,0.9089664613,0,0,0,STNWG,2,F,A,4,01101    0    0    0
576,1.3,0.9089664613,0,0,0,SEDAN,3,M,C,3,01101    0    0    0
577,4.31,0.7446954141,0,0,0,STNWG,2,F,F,2,01101    0    0    0
578,1.96,0.9089664613,0,0,0,SEDAN,2,F,B,3,01101    0    0    0
579,0.73,0.1232032854,0,0,0,SEDAN,4,F,E,4,01101    0    0    0
580,1.73,0.9993155373,0,0,0,HBACK,1,F,C,5,01101    0    0    0
581,1.36,0.9062286105,0,0,0,SEDAN,3,M,B,3,01101    0    0    0
582,1.87,0.9993155373,0,0,0,SEDAN,2,F,A,4,01101    0    0    0
583,1.65,0.0876112252,1,1,353.76999998,STNWG,4,M,C,5,01101    0    0    0
584,1.43,0.2464065708,0,0,0,UTE,3,M,A,2,01101    0    0    0
585,6.51,0.2464065708,0,0,0,STNWG,1,M,A,3,01101    0    0    0
586,0.51,0.9117043121,1,1,2494.5999985,HBACK,4,F,B,6,01101    0    0    0
587,0.5,0.9062286105,0,0,0,HBACK,4,M,A,6,01101    0    0    0
588,1.02,0.9117043121,0,0,0,HBACK,3,F,B,5,01101    0    0    0
589,0.58,0.9117043121,0,0,0,SEDAN,4,M,C,4,01101    0    0    0
590,2.29,0.0684462697,0,0,0,SEDAN,1,M,C,4,01101    0    0    0
591,2.32,0.1478439425,0,0,0,STNWG,3,M,C,6,01101    0    0    0
592,0.69,0.1478439425,0,0,0,PANVN,4,M,A,6,01101    0    0    0
593,4.23,0.2217659138,0,0,0,STNWG,1,F,A,2,01101    0    0    0
594,3.3,0.1259411362,0,0,0,SEDAN,1,M,D,6,01101    0    0    0
595,1.76,0.1478439425,0,0,0,UTE,2,M,D,5,01101    0    0    0
596,3.4,0.3093771389,0,0,0,STNWG,2,M,A,4,01101    0    0    0
597,1.01,0.0930869268,0,0,0,STNWG,4,F,C,3,01101    0    0    0
598,0.54,0.2984257358,0,0,0,HBACK,4,M,C,2,01101    0    0    0
599,0.39,0.9062286105,0,0,0,SEDAN,4,F,B,2,01101    0    0    0
600,0.84,0.9062286105,0,0,0,SEDAN,4,M,A,3,01101    0    0    0
601,1.29,0.052019165,0,0,0,SEDAN,3,M,B,3,01101    0    0    0
602,2.92,0.0930869268,0,0,0,STNWG,2,F,A,5,01101    0    0    0
603,2.98,0.9089664613,0,0,0,UTE,1,M,E,3,01101    0    0    0
604,1.749,0.4134154689,1,1,13589.789948,HBACK,1,F,A,2,01101    0    0    0
605,0.97,0.1478439425,0,0,0,SEDAN,3,F,A,5,01101    0    0    0
606,1.23,0.9117043121,0,0,0,SEDAN,4,F,B,6,01101    0    0    0
607,0.67,0.1478439425,0,0,0,HBACK,3,M,C,2,01101    0    0    0
608,0.69,0.1478439425,0,0,0,SEDAN,4,F,D,6,01101    0    0    0
609,0.84,0.925393566,0,0,0,HBACK,4,F,A,4,01101    0    0    0
610,1.32,0.1478439425,0,0,0,STNWG,4,F,D,6,01101    0    0    0
611,3.57,0.9089664613,0,0,0,UTE,2,M,E,6,01101    0    0    0
612,2.97,0.9089664613,0,0,0,SEDAN,1,F,C,6,01101    0    0    0
613,6.64,0.0054757016,0,0,0,STNWG,1,M,A,3,01101    0    0    0
614,0.31,0.2245037645,0,0,0,HBACK,4,M,D,5,01101    0    0    0
615,0.44,0.9089664613,0,0,0,STNWG,4,M,B,3,01101    0    0    0
616,0.91,0.8514715948,0,0,0,HBACK,3,F,A,3,01101    0    0    0
617,0.43,0.5639972621,0,0,0,HBACK,4,M,C,4,01101    0    0    0
618,0.82,0.2245037645,0,0,0,UTE,4,M,E,1,01101    0    0    0
619,1.2,0.090349076,0,0,0,HBACK,2,M,C,4,01101    0    0    0
620,1.15,0.3394934976,0,0,0,STNWG,4,F,B,3,01101    0    0    0
621,1.11,0.1478439425,0,0,0,SEDAN,4,F,C,4,01101    0    0    0
622,1.51,0.9089664613,0,0,0,STNWG,4,M,E,1,01101    0    0    0
623,1.36,0.925393566,0,0,0,STNWG,4,M,B,4,01101    0    0    0
624,1.02,0.2245037645,0,0,0,PANVN,4,M,C,4,01101    0    0    0
625,1.71,0.1478439425,0,0,0,SEDAN,2,M,A,6,01101    0    0    0
626,0.84,0.9062286105,0,0,0,SEDAN,3,M,C,6,01101    0    0    0
627,0.45,0.1478439425,0,0,0,SEDAN,4,M,C,5,01101    0    0    0
628,0.98,0.9062286105,0,0,0,SEDAN,3,M,A,6,01101    0    0    0
629,2.23,0.1478439425,0,0,0,HBACK,1,M,A,6,01101    0    0    0
630,1.22,0.1478439425,0,0,0,STNWG,4,M,A,5,01101    0    0    0
631,2.42,0.1478439425,0,0,0,STNWG,3,F,A,3,01101    0    0    0
632,1.45,0.1806981519,0,0,0,STNWG,4,M,C,2,01101    0    0    0
633,2.1,0.0273785079,0,0,0,TRUCK,2,F,F,4,01101    0    0    0
634,1.03,0.1478439425,0,0,0,STNWG,3,F,A,5,01101    0    0    0
635,1.64,0.0273785079,0,0,0,STNWG,4,F,C,4,01101    0    0    0
636,1.63,0.5256673511,0,0,0,HBACK,2,M,C,4,01101    0    0    0
637,1.15,0.9062286105,0,0,0,STNWG,3,M,D,5,01101    0    0    0
638,1.35,0.0930869268,0,0,0,STNWG,4,M,C,4,01101    0    0    0
639,0.85,0.1478439425,0,0,0,SEDAN,3,F,A,6,01101    0    0    0
640,2.09,0.1478439425,0,0,0,STNWG,3,F,F,5,01101    0    0    0
641,1.45,0.1478439425,0,0,0,UTE,4,M,D,5,01101    0    0    0
642,1.29,0.1478439425,0,0,0,SEDAN,3,F,A,5,01101    0    0    0
643,1.54,0.7529089665,0,0,0,SEDAN,3,F,B,4,01101    0    0    0
644,1.4,0.9171800137,0,0,0,SEDAN,3,F,D,4,01101    0    0    0
645,1.95,0.9089664613,0,0,0,SEDAN,1,F,B,4,01101    0    0    0
646,0.8,0.1478439425,0,0,0,UTE,4,M,D,4,01101    0    0    0
647,1.63,0.2546201232,0,0,0,HDTOP,3,F,C,3,01101    0    0    0
648,1.51,0.090349076,0,0,0,SEDAN,3,F,C,4,01101    0    0    0
649,1.16,0.9117043121,0,0,0,STNWG,4,M,A,3,01101    0    0    0
650,3.46,0.2381930185,0,0,0,SEDAN,2,M,C,4,01101    0    0    0
651,1.09,0.5174537988,0,0,0,STNWG,4,F,E,4,01101    0    0    0
652,1.64,0.0109514031,0,0,0,SEDAN,2,F,A,5,01101    0    0    0
653,1.88,0.090349076,0,0,0,STNWG,3,F,D,2,01101    0    0    0
654,1.16,0.0876112252,0,0,0,MIBUS,4,F,A,3,01101    0    0    0
655,3.23,0.9117043121,0,0,0,STNWG,3,F,B,3,01101    0    0    0
656,1.16,0.8514715948,0,0,0,UTE,4,M,A,2,01101    0    0    0
657,0.72,0.9117043121,0,0,0,HBACK,4,F,A,5,01101    0    0    0
658,1.65,0.9034907598,0,0,0,STNWG,4,M,C,3,01101    0    0    0
659,1.97,0.0164271047,0,0,0,SEDAN,2,F,A,4,01101    0    0    0
660,1.32,0.1478439425,0,0,0,STNWG,4,F,D,2,01101    0    0    0
661,4.28,0.7529089665,0,0,0,STNWG,1,M,A,3,01101    0    0    0
662,1.17,0.2245037645,0,0,0,STNWG,4,M,E,1,01101    0    0    0
663,1.64,0.925393566,0,0,0,SEDAN,2,M,C,4,01101    0    0    0
664,2.39,0.9089664613,1,1,2981.8099976,HDTOP,2,M,C,4,01101    0    0    0
665,1.28,0.9117043121,0,0,0,STNWG,4,F,F,3,01101    0    0    0
666,0.45,0.3449691992,0,0,0,SEDAN,4,M,B,6,01101    0    0    0
667,0.44,0.9089664613,0,0,0,STNWG,4,F,B,5,01101    0    0    0
668,0.97,0.1478439425,0,0,0,SEDAN,3,F,C,4,01101    0    0    0
669,2.5,0.7529089665,0,0,0,SEDAN,1,M,A,3,01101    0    0    0
670,2.81,0.9089664613,0,0,0,STNWG,3,M,C,4,01101    0    0    0
